age,gender,height_cm,weight_kg,sit and bend forward_cm,sit-ups counts,class
47,M,166.6,59.7,16.8,35,C
41,M,181.6,93.5,14.2,61,A
24,M,172,72,16.5,55,A
22,F,154,57.08,19.1,37,C
23,F,167.1,67.4,26.6,40,B
24,F,166,64.4,18.8,42,B
43,M,177,81.2,2.5,43,D
53,F,148.1,48,23.5,29,A
42,F,160.5,73.7,-1.9,15,D
25,F,158.9,45.6,11.1,31,C
61,F,157.9,54,27.2,11,C
60,F,157.5,47.4,20.9,13,B
22,M,179.7,72.2,26,61,A
24,F,162.9,49.6,28.8,42,A
36,M,171.1,69.5,18.3,57,A
27,F,166.6,70,22,56,B
46,M,176.1,75.2,18.5,40,B
22,F,166.5,63.6,14.3,45,C
24,M,171.2,64.9,21.3,44,C
25,F,163.9,55.9,26.1,31,C
63,M,165.7,74.7,20.1,27,B
63,F,161,60.9,19.8,16,D
64,M,171.4,75,12.8,33,A
22,M,184.6,90.6,19.5,56,A
57,M,162.3,61,11,32,B
30,M,178.7,83.6,15.9,54,B
26,M,179.5,95,11.8,33,D
22,M,175.7,71.4,11.3,60,C
32,M,179,82.2,28.7,57,B
24,M,181.3,77.2,14.3,48,C
24,F,164.7,56.2,17.9,51,B
41,F,164.5,61,9.4,29,D
24,F,162.9,55.2,2,25,D
37,M,181,76.1,15.3,40,B
24,M,182.5,79.6,18.6,64,B
58,M,174.1,71.96,-5.4,15,D
29,M,171.6,84.5,6.2,51,C
24,M,177,76.7,-3.5,40,D
36,F,160.9,67.9,-3.8,13,D
64,M,169.8,69.2,27.1,51,A
35,M,165,82.7,17,40,D
25,F,167,61.3,-6.5,22,D
64,F,162.8,74.2,20.3,15,B
38,M,172.2,79.2,21.9,51,A
30,M,167,69.9,17.5,64,A
29,M,168,73.5,24.4,62,A
55,M,162.4,63.9,23.9,35,A
21,M,181.2,95.4,17.2,28,D
62,F,167,69.8,3.6,13,D
30,M,170,50.3,5.3,39,C
23,F,165.8,66,23.6,58,B
22,M,179.9,74.1,13.1,21,D
22,M,167,76.1,12.9,45,C
25,M,172.6,63.9,17.7,51,A
51,M,164,83.9,5.7,32,D
60,M,166.1,72.7,17.3,38,A
25,M,171.7,73.5,24,47,B
27,M,178.5,81.3,-4.3,61,D
28,M,167.8,66.5,21,57,A
30,M,178,81.1,14.7,48,A
24,F,176.8,62.2,14.4,12,D
36,M,181.4,88.9,23.2,65,A
25,M,175,79.2,9.2,61,C
64,F,155.8,45.4,16.7,13,B
27,M,178.6,70.5,22.7,52,B
38,M,174.2,81.2,15.6,54,A
26,F,162,50.4,17.4,43,C
21,M,184.7,80.2,1.6,36,D
61,M,169.5,75.6,0.9,25,D
61,M,168.4,75.5,7.9,22,D
24,M,174.5,67.1,17.1,48,C
25,M,181,77.9,23.7,65,A
29,M,172.8,71.5,15,58,B
60,M,157.1,47,15.8,36,B
50,M,180.2,85.3,15,64,A
58,F,160.1,64.6,21.5,20,C
21,F,164.9,57.1,18.9,27,C
34,M,173.4,70.04,13.6,51,B
31,M,177.7,74,24.2,57,A
28,F,167.8,61.6,25.3,51,A
64,F,156.8,58.8,9.9,0,D
34,M,180.3,74.9,-13.9,31,D
58,M,175,81.9,10.1,32,C
22,M,178.1,73.6,26.1,59,A
48,M,176.5,66.1,14.1,33,C
60,F,162.8,54.4,25,33,B
30,M,174.3,77.86,12.4,55,B
47,M,168,63.2,10.7,36,B
27,F,154.3,57.6,22.4,58,A
24,F,169.3,60.9,18.2,39,B
62,F,148.3,51.8,22.6,34,A
30,M,176.1,84.2,22.6,46,B
23,M,174.9,70.1,18.3,62,B
58,F,147.6,45.4,16.5,12,C
27,M,180,71.4,17.1,59,A
51,M,168.2,67.6,12,46,B
28,M,178.8,87.1,-11.5,50,D
25,M,172.2,60,15.2,55,A
22,M,179.6,62.8,12.9,44,C
36,M,177.1,80,15,44,B
23,F,161.1,66.3,20,51,A
47,F,160,59.6,15.5,26,B
53,M,163.9,70.8,19.9,44,A
39,F,164.9,60.6,31.6,37,A
58,M,164.2,63.7,12.4,52,C
57,F,154.5,57.8,19.2,26,B
27,M,171,69.3,17.1,56,C
34,M,172.8,73.1,10.1,46,B
53,M,159.5,70.2,16.3,57,B
49,F,151.4,55.7,22.3,32,B
55,M,164.2,62,18.5,40,A
25,M,173.9,69.1,18.2,61,A
53,F,159.9,61.9,15.8,10,D
26,F,158.8,44.5,20,24,C
23,M,167.4,61.54,28.1,67,A
25,M,164.8,67,1.1,56,D
31,F,165.4,62.9,24.7,56,A
30,F,158.6,54.2,24.8,55,A
28,F,168.8,60.1,20.5,38,A
23,M,180.2,77.5,18.1,63,A
56,F,156,51.1,23,23,C
21,M,179,62.5,6.8,52,C
63,M,167.7,78.5,17.8,33,A
26,M,173,65.6,6.4,52,C
21,M,168.2,72.6,2,55,D
39,F,161.5,50.5,15.1,24,C
55,F,162,57.8,21.3,21,B
47,M,169.6,70.2,21.1,38,C
60,M,162,55.86,9.5,31,B
24,F,148.2,44.7,14.9,32,B
32,M,175,80.3,16.5,45,D
58,M,168.7,69.4,13,36,C
28,M,173,67.9,22.3,53,A
47,M,169.4,83,13.8,45,D
61,M,171.4,76.5,9.5,25,B
33,F,162.2,51.8,19.8,24,C
60,F,160.6,60.2,18.2,30,B
64,M,172.1,70.6,3,39,C
27,M,176.5,74.6,16.1,50,C
21,F,165.3,51.1,27.1,44,A
52,M,175.8,60.9,-9,32,D
24,M,169.4,67.3,14.2,58,B
35,F,171.1,63.1,25.9,48,A
39,M,172.7,71,16.9,34,C
43,M,179,86.7,-10.4,49,D
58,F,154.7,51,23.2,20,D
24,M,176.5,82.3,28.3,50,D
55,M,176.6,62.4,13.2,46,B
50,M,172.9,92.9,0.4,34,D
31,M,178.2,87.8,18.4,24,D
52,F,156.6,58.4,22.1,33,A
25,M,171.9,64.9,20.8,57,A
21,F,167.3,76.1,14,44,D
62,F,163,57,22.5,20,B
30,M,173.3,79.1,15,60,A
28,M,173.8,73.6,9.9,51,C
26,F,158.4,60.4,13.2,35,D
30,M,167.1,76.92,14.9,41,B
43,M,169.4,69.7,15,41,B
25,M,182.7,84.2,19,56,D
31,M,178.6,64.1,14.4,58,A
31,M,175.9,68.8,15,41,B
28,M,174.2,62.64,7.3,44,C
24,F,164,57,27.7,45,B
38,M,178.3,79.2,-11.6,28,D
24,M,177.8,70.1,20.5,59,A
36,M,169.4,66.5,10.4,46,C
48,F,158.1,62.3,26.5,40,B
40,M,173.3,74.9,19.8,36,C
25,M,183.2,66.6,19.2,53,A
24,M,167.4,55.8,15.6,45,C
51,F,159,69.6,15.5,10,D
54,M,171.1,68.58,11.8,48,B
25,F,157.2,58.1,15.8,43,D
38,F,166.5,58.2,20.9,40,A
61,M,172.8,70.6,15.8,26,B
37,F,168.5,73.7,16.6,40,B
22,M,179.5,63.4,0.8,45,D
25,F,164.4,55.5,23.5,50,A
59,F,156,54.1,21.5,22,D
49,M,166,66.5,9.2,53,B
32,M,171.5,68.1,18.1,50,A
59,M,163.7,66.4,16.6,30,D
22,F,165.5,53.7,12,34,C
29,M,168,65.2,26.9,54,A
63,M,168.9,81.1,8.9,20,D
50,M,175.8,73.5,14,63,A
26,M,165.9,66.1,18.6,47,B
37,M,175.8,80.74,13.2,38,D
22,F,169.3,53.4,22.5,47,B
25,M,171.9,75.7,17.4,59,A
60,M,173.2,58.6,11.2,33,C
25,M,176.4,84.7,10.2,51,B
50,F,156.2,48.6,15.1,16,C
59,M,167.5,80.2,7.3,25,D
35,M,168.9,63.6,18.2,54,C
24,F,168.3,61.3,35.2,39,C
57,M,172.1,72.8,-1.7,8,D
59,M,167.8,82.7,5.2,30,D
22,F,161.5,54.7,19.9,36,B
21,F,164.4,50,12.9,56,C
27,F,164.1,48.9,20.8,41,B
23,F,165.8,56.7,27.4,52,B
30,F,172.8,68.7,32.2,36,C
27,F,162.2,55.8,28.2,48,A
37,F,154.5,55.9,19.2,25,D
47,F,154.3,53.7,29.3,33,A
58,F,164.4,60.9,23.8,8,D
41,M,169.5,65.3,6.8,38,C
54,F,159.6,55.94,15,13,C
23,F,172.3,64.3,15.2,46,B
42,M,173.7,72.4,8.3,47,C
26,F,156.2,64,24.6,26,C
30,M,180.7,78.6,12.6,57,B
28,M,166.5,62.3,19.4,52,B
29,F,155.2,49.64,20.4,32,B
62,M,164.6,56.4,14,37,A
22,M,183.4,88.5,13.2,57,C
22,F,164.4,57.7,21.2,43,A
27,F,161,53.9,23.5,30,C
53,F,162.3,57,21.5,13,C
34,M,170.1,73.2,14.3,52,B
41,M,178,84.2,23.4,35,C
62,F,161.6,50.5,21.5,14,B
48,F,157.4,54.1,25.9,34,A
43,F,156.4,47.2,18.7,36,B
55,F,157,64.9,17.5,31,B
22,M,168,66.3,8.9,32,D
26,F,162.2,64.8,17.6,39,B
44,M,169.2,80.8,12.4,43,D
25,M,167.8,64.4,12.6,45,B
34,M,174.9,72.9,4.9,53,C
63,F,163,55,21.9,15,B
29,M,171.2,73,19.6,44,C
30,M,170.8,72,19.1,52,C
57,F,157.3,57.04,18.1,7,D
25,M,175.2,83.9,22.7,48,B
24,F,156.9,57,22.4,47,A
25,M,181.1,81.5,20.8,65,A
24,F,160.2,52.7,13.2,51,C
27,M,173.1,68.4,12.2,44,C
22,M,174.1,61,17.2,51,B
30,M,182.7,78.3,24.7,48,A
31,M,166.1,64.1,2.8,52,D
21,F,161.6,56.2,19.2,50,B
25,F,160,57.4,31,51,A
59,F,145.5,53.8,1.8,2,D
61,M,165.2,70.7,12.7,30,B
27,M,179.6,80.9,15,63,C
31,M,170,70.6,16,48,A
35,M,176.9,81.5,20.6,39,B
40,F,155,57.4,18,35,B
28,F,160.9,63.6,22.1,52,A
40,F,160.9,48.9,11.8,25,C
31,M,176,69.1,14.9,56,B
23,F,166,58.38,29.4,58,A
21,F,159.9,53.1,27.3,39,A
59,M,175.1,75.08,12.5,47,B
21,M,171.5,65.5,24,56,A
30,M,175.4,82.8,22.5,58,A
26,F,161,62.8,30.4,26,C
35,F,163.8,63.5,22.6,48,A
64,M,169,69.8,9.2,31,B
43,M,176.6,59.6,20.6,41,B
36,F,160.5,53.6,27.1,37,A
22,F,157.7,50.2,24.1,42,A
21,M,182,77.3,17.1,57,A
24,M,175,77.2,19.3,52,B
25,M,161.3,59.7,-4.5,42,D
53,F,158.3,51.3,18.7,30,B
30,F,170.3,61.2,24.1,50,A
59,M,173.3,67.5,11.5,36,B
51,M,170.4,67.4,26.1,35,C
21,F,169.3,58.8,18.9,46,B
38,M,179.4,78.2,11,42,B
27,M,176.2,65.1,19.1,58,A
38,M,174.8,68,16.7,47,A
21,F,160.8,49.4,22.1,37,A
23,M,184.5,70.5,10.9,37,D
39,M,162.4,69.8,18.6,68,C
26,M,174.4,67.9,-1,38,D
27,F,160.6,62,21.9,42,A
25,M,172,66,17,52,B
21,M,177,70,19.3,49,C
55,M,170.2,63,11.9,31,C
21,M,163.3,70.4,19,50,D
40,F,160.4,78.1,18,41,D
24,M,170.7,62.84,24.2,53,B
48,M,169.3,88.9,2.1,31,D
31,M,169.4,78.4,14.3,38,D
24,F,155.4,51,19,40,B
49,F,160.8,57,2.6,12,D
46,M,173.9,72.5,13.8,42,A
52,M,175,65.1,15,34,B
62,F,154,63.1,3.9,0,D
51,M,168.6,77.8,24,43,C
34,F,162.7,53.3,19.1,42,B
34,F,156,64.4,21.4,18,D
21,M,182.1,91.7,10.6,62,D
39,F,165,68.6,16.9,14,D
21,F,154.4,51.2,16.4,26,C
48,M,163.8,70.6,14.6,37,B
44,M,170,76.7,1.5,36,D
62,M,171.9,70.2,19.4,30,B
60,F,157.6,57.2,17.4,17,C
35,M,185.7,94,3.7,33,D
26,M,175.7,69.8,12.8,41,C
24,F,161.8,50.7,20.2,40,A
29,F,156.1,50,23.9,49,A
24,F,153.7,54.72,28.8,39,B
27,M,173.7,71.3,15.7,51,A
27,M,183.7,81.8,20.2,57,B
39,M,176.6,95.8,15.5,29,D
34,M,176.3,83.3,12.1,50,B
22,M,171.1,77.5,9.2,54,C
27,M,175.1,68.4,22.9,49,B
40,F,156.6,59.1,24.1,58,A
54,M,172.1,75.2,12.8,34,C
21,F,168.3,56.9,14.2,34,C
21,M,166,55.9,20.1,48,C
25,M,183.8,68.3,10,53,C
34,M,171.2,85,14.9,50,B
39,M,175,78.2,14.1,47,B
62,M,159.1,56.9,15,35,A
21,M,165.2,62.9,23.2,58,B
61,M,168.3,66.3,16.9,35,A
54,M,160.6,71.3,9.5,33,B
49,M,172.1,67.7,14.2,34,C
64,F,155.8,52.2,24.7,1,D
22,M,165.6,63.1,11.9,57,C
45,M,165.5,62.6,16.3,30,C
32,M,177.1,66.6,23.6,53,A
50,M,177.8,69.9,10.3,37,B
28,F,164,53.2,14.9,37,B
46,M,171.5,72.2,12,49,B
58,F,159.5,64.6,19.9,29,D
30,M,178.1,70.1,18.3,50,B
48,F,161.3,58.3,21.9,22,B
47,M,170,79.2,7.5,35,D
28,F,157.1,52.5,21.6,42,A
54,F,156.6,54.5,19.8,26,C
64,M,168.6,69.34,13.7,27,B
40,M,174.4,70.2,15.2,44,B
45,F,153.4,33.7,11.5,8,D
25,F,159.6,51.8,21.5,45,A
45,M,176,79.2,2.2,28,D
22,F,165.7,53,22.3,40,A
27,M,177.2,81.9,17.3,56,A
25,M,178.9,71.4,16,51,A
45,M,167.3,65.6,20.5,62,A
31,M,178.5,80.4,28.8,57,C
23,M,174,78.1,19.1,43,C
26,M,177.3,81.2,16.3,55,A
61,F,153,64.6,20.6,0,D
30,M,176.3,85.4,17,24,D
50,F,158.8,50.7,12,26,C
30,M,177.3,70.6,17.9,48,A
33,M,170.4,79.2,16.4,52,A
55,F,149.4,49.9,19.9,16,C
28,M,174.4,69,15.2,47,B
48,F,153.8,53.7,5.3,28,D
44,M,173.4,72.6,18.2,50,B
21,M,179.5,79.5,11.8,45,C
22,M,174.2,85.9,14.2,35,D
47,M,172.3,70.7,-9.6,36,D
40,M,165.9,73.8,26,55,A
22,F,163.9,53.7,23,52,A
31,M,182,81,1.4,30,D
26,M,172.9,72.7,13.3,57,B
30,M,170.7,71.9,16.6,60,A
23,M,170.6,90.2,8,45,D
25,M,173,79.1,12.5,46,B
40,M,172.3,73,18.1,50,A
40,M,175.7,70.8,14.6,43,C
25,F,170.1,62.1,19.8,42,A
56,F,158.7,57,17.6,17,B
63,F,162.3,55.8,24.8,7,C
26,M,174.9,86.2,7.6,42,C
21,F,155.7,51,16.2,34,B
62,M,181.4,80.2,1,18,D
21,M,172.9,74,16.4,57,B
26,M,167.6,71.6,23.3,51,A
44,M,165,57.1,11,24,D
31,M,171,75.8,19.6,57,A
26,M,176.8,67.3,13.5,49,B
36,M,180.5,78.9,8,51,D
23,F,163.9,59.14,24.5,49,A
55,M,177.5,79.8,6.3,24,D
61,M,178.2,83.1,13.1,40,C
47,M,155,60.6,12.7,48,B
45,M,173.4,72,17.4,47,B
30,F,167,52.1,-1.4,39,D
64,F,154.4,48.2,8.8,30,D
21,M,177.5,74.1,8.2,42,D
21,F,166.2,55.7,25.1,52,A
27,M,169,68.1,13.6,49,B
24,F,166.8,53.5,23.6,43,A
39,F,158.8,47,17.9,34,B
25,M,181.8,92.44,10.5,48,C
21,F,168.7,62,26.8,56,A
21,M,170.1,66.5,18.7,61,D
63,M,165.5,79.4,12.6,28,B
23,M,177.5,72.2,11.4,32,D
63,F,149.4,57,23.5,0,D
31,M,172.9,72.9,17.8,63,A
64,M,175.3,81.2,11.7,8,D
50,M,166,70,1.9,32,D
47,M,169.2,71.7,6.71,34,C
43,M,172.3,74.3,1.5,25,D
28,F,166.6,63.1,23,41,B
26,M,167,61.2,17.5,41,C
22,M,175.3,64.2,-0.2,35,D
22,M,173.5,53.8,-10,26,D
49,F,163.7,70.6,11.7,6,D
39,F,159.9,49.8,9,38,D
49,F,158.5,63.8,18,41,D
23,F,164.5,47.4,10.2,23,C
32,M,171.2,70.8,8.3,49,C
31,M,169.3,65.04,7,46,C
40,M,174.4,74.7,22.4,47,A
29,M,187,88.2,17,41,D
60,F,154.7,50.4,20,24,A
22,M,178.9,88.6,18.4,61,A
25,M,168.2,80.8,19.3,45,B
26,F,164.3,55.6,13.4,28,C
34,M,171.7,74.22,11.4,38,C
39,M,174.7,74.9,21.1,61,B
38,M,175.3,95.4,-16.3,44,D
51,F,151,50.2,17.8,13,C
31,F,152.2,54.3,13.6,56,C
36,M,169,59.2,23.5,60,A
38,M,177.6,86.6,14.5,52,C
41,M,172.6,68.9,18.2,52,A
28,M,169.6,65.3,12.4,45,C
26,M,173.7,87.4,16,56,C
31,M,172,66.3,16.3,53,A
27,M,170.7,86.3,19.6,63,A
37,M,180.3,86.3,19.1,50,A
45,M,167.7,66.5,10.8,35,C
62,F,152.6,45,13.4,12,C
30,M,167.7,70.9,18.8,55,A
23,M,170.7,70.4,11.2,53,C
48,F,167,62.6,24,35,C
57,M,170.6,64.52,10.1,42,C
27,M,173.8,87,22.5,50,D
52,F,166.4,61.1,21,27,B
23,M,166.4,65.2,10.2,53,C
28,M,169,65.1,20.8,54,A
40,M,183,74.9,16.9,42,B
22,F,162.6,54.9,29.8,36,A
47,F,155.7,59.1,3.2,17,D
24,M,175.7,86.2,16.6,56,C
58,M,165.3,69.9,18.6,47,B
24,M,175.2,72.4,16.4,52,C
62,F,153.1,52.32,20.5,16,B
42,F,157.1,59.7,16.9,27,C
40,F,167,54.3,19.5,37,A
23,M,171.4,70.1,-2.5,57,D
24,F,156,44.5,24.7,25,C
39,M,172,73,-7,46,D
37,M,174.4,78.7,10.2,49,B
37,M,177.3,75.3,17.3,53,B
60,F,156.8,60.9,20.3,20,A
28,M,170.7,71.5,15.8,61,A
24,M,176.7,77.7,28.9,60,A
57,F,159.4,56.2,11.7,0,D
23,M,176.5,69.8,14.3,52,B
21,F,166.5,50.4,19.1,33,B
21,M,170.5,74.8,15.4,57,B
55,F,159.3,55.5,22.5,31,B
25,M,165.9,83.3,5.1,46,D
37,M,168.1,75.7,22.9,48,A
22,F,165.6,47.3,23.6,38,B
37,M,173.8,79.7,17.9,48,C
45,M,170.5,88.1,21.1,36,B
21,M,170.1,63.5,18.4,40,D
54,M,177.5,83.6,9.2,30,D
48,F,165.5,74.5,4,18,D
33,F,171,57.9,23.8,39,A
33,M,174,67.7,21.5,67,A
26,M,173,72.8,17.6,52,B
37,M,173,92.5,17.5,30,D
61,F,166.1,57.6,20.3,12,C
33,F,157.2,50.8,18.8,38,C
51,M,174.5,79.9,15.8,49,A
50,F,157.7,59.7,20.9,25,C
22,M,173.2,69,11.7,62,B
36,M,172.7,70.1,9.3,42,B
51,M,172,68.5,12.2,45,C
23,M,175.3,69.3,7.1,49,C
47,F,153,57.9,3.6,12,D
45,F,154.7,41.8,22.1,28,D
43,F,156.4,50,23.8,34,A
22,F,157.2,58.9,9,31,D
22,F,160.1,48,24.1,49,C
26,M,172.5,70.7,12.9,56,B
23,M,166.2,63.8,17.9,64,B
42,F,162.8,60.1,19.5,38,A
24,M,174.1,74.5,16.7,58,B
26,F,162.4,49.5,24.7,39,B
42,F,167.9,66.8,8.5,12,D
21,M,169.9,64.8,16.8,74,B
41,F,163.6,56.1,9.8,29,D
47,M,166.2,52.9,-20,13,D
60,M,168,72.8,19,40,A
54,F,155.1,52.6,19,0,D
29,F,161.6,47.6,21.2,37,A
21,F,161.4,55.1,13.5,32,C
58,M,175.6,67.7,22.8,38,A
57,M,165.9,85.3,10.8,30,D
26,F,163.6,71.3,22.7,15,D
60,M,164.2,58.9,5.2,21,C
37,M,176.5,77.9,18.3,45,A
27,M,174,63.4,15.5,56,A
27,F,174.6,60.7,21,64,A
23,F,156.9,47.4,9.2,30,D
21,F,172.9,65.16,11.9,45,C
26,F,164.6,57.3,18.6,47,A
26,F,159.6,47.2,-6,8,D
63,M,164,67,3.9,37,C
47,M,169.1,71.2,12.2,37,B
55,M,159.4,57.42,8.7,47,B
22,F,166.3,52.2,14.4,32,C
57,F,155.7,74.2,12.2,0,D
25,M,170.4,70.7,1.6,38,D
21,M,181,68.7,9.2,57,C
46,F,153,57.5,20.4,25,C
26,F,163,47.6,19.7,46,A
46,F,156.9,63.9,21.2,6,D
27,F,160.1,58.4,8.8,22,D
26,F,151.8,38.1,24.4,38,B
48,F,154.5,50.7,12.4,20,D
60,M,176.7,80.9,16.4,20,D
42,M,170.8,71.56,-1.4,47,D
59,F,160.3,55,5.4,1,D
35,F,162,48.2,21,35,A
23,M,176.6,78.6,4.3,55,D
58,F,154,55,15.8,20,B
31,M,173.6,94.4,7.2,45,D
24,F,175.5,58.7,17.2,37,B
54,F,152.2,56.5,12.7,8,D
30,M,164,67.8,21,48,A
32,M,168.2,62.9,20.7,56,A
51,F,156.5,52.6,19.5,28,B
29,M,174.3,78.8,9.8,43,C
34,F,156.9,49.4,23.1,35,C
22,M,178,77.94,24.8,54,C
32,F,159.2,56.7,27.5,37,D
21,M,182.2,86.2,9.7,53,C
30,F,157.7,54,13.4,41,C
47,M,173.4,67.1,23.3,49,A
37,F,163,50.3,6.4,5,D
31,F,160,48.8,23.9,20,C
39,M,176.9,77,12.1,48,B
43,M,172.8,76,13.5,43,C
49,F,166.3,65.3,18.1,23,C
40,M,163.3,76,-8,36,D
41,F,150,58.3,14.3,27,C
21,M,173.1,67.1,14.51,53,B
24,M,181.3,70.8,17.9,57,A
23,F,163.3,51.8,28.2,44,A
45,F,154,52.9,14.8,21,C
24,F,159.6,54.9,11.7,12,D
35,M,168.6,68.24,14.6,45,B
41,F,161.6,70.4,19.5,34,C
37,M,167.6,75.6,13.5,49,B
24,M,173.8,80.7,8.5,64,C
27,M,177.4,84.5,28.8,54,C
28,M,172.9,74.6,17.4,64,B
54,M,169.7,66.6,21.7,43,A
33,M,179,71.6,14.6,50,A
33,M,179,86.8,14.8,43,D
28,M,173.7,75.1,5.9,44,C
24,M,184.3,69.7,2.5,46,D
22,F,156.3,55.1,28.3,40,A
42,F,156.7,49.6,24.9,31,A
57,F,157,61.1,13.5,21,C
24,M,173,73.6,22.1,59,A
58,F,152.5,51.9,21,20,C
28,F,162.9,63.1,31,49,A
47,M,171,76.2,27.7,51,A
64,F,150.8,43.9,27.2,39,A
28,F,167.2,60,22.3,46,B
23,M,168.5,65.9,21.4,62,A
22,M,171.8,72.6,18.5,43,D
64,M,167.2,73,18.7,24,C
59,M,160.8,60.6,11.3,33,B
21,M,171.7,65.2,23.1,51,B
30,M,180,81.7,14.7,56,A
48,F,157.7,59.44,14.9,20,C
25,F,174.5,66.6,4.5,15,D
53,M,168.6,66,10.5,28,C
26,M,164,60.6,16.7,60,A
21,M,171.7,77,13.5,34,D
61,F,154.9,54.3,24.3,28,B
45,M,171.5,74.9,6.2,25,D
34,M,173.4,85.6,-0.8,37,D
44,M,167.5,70,14.3,36,C
26,M,169.5,68.4,21.2,54,A
28,M,176.7,83.66,-0.7,32,D
47,M,165.1,71.8,11.1,41,B
61,F,167.4,60,21.7,18,B
23,M,177.4,69.7,10.5,49,C
23,F,162.5,51.1,28.8,44,A
22,M,171.3,74.3,21.4,45,C
41,M,169.4,79.3,9.5,37,D
41,F,162.9,63,20.1,25,B
27,M,181,83.18,-0.1,22,D
22,F,160.8,53,22.6,44,A
48,F,162.5,60.4,24.2,38,A
62,M,163.3,65.4,5.5,35,C
25,F,164,61,32.7,39,A
57,F,153.2,59.1,11.7,15,D
35,M,167.2,72.5,19.8,55,B
23,M,169.9,69.4,8.2,42,C
32,F,173.2,65,23.2,35,C
31,M,176.7,80.32,17.2,57,B
22,F,160.1,49.6,4.2,23,D
28,M,173.3,80.2,9.8,45,C
39,M,188.1,81.6,20.4,46,B
56,M,161.2,60.1,14,34,B
24,M,186.3,84.1,10.7,62,C
24,F,165.7,57,27.1,50,A
57,M,172.7,81.6,9.1,33,B
35,M,176.2,63.9,6.6,45,C
55,F,162,51.6,22.8,28,A
64,M,166.7,62.7,12.9,19,C
54,F,162.1,60.9,14,0,D
34,M,180,85,16.5,54,A
34,F,157.5,46.1,6.7,43,D
47,M,173,57.6,6.5,40,C
22,M,177.9,93.4,2.8,31,D
40,M,173.2,75.5,24,46,A
48,M,165.6,55.2,12.7,40,B
23,M,173.5,92.9,13.6,45,D
63,M,165,62,12.6,31,A
34,M,174.1,66.9,6.2,47,C
60,F,162.4,62.1,21.6,13,B
28,M,164.2,70.5,8.3,53,C
36,M,173,73.44,23,54,A
34,M,176.3,75.5,20.8,38,C
26,M,169.5,63.4,0.8,35,D
51,F,154.9,63.7,20.6,38,C
54,M,172.5,70.9,8.6,39,C
48,M,173.7,70.16,31,50,A
41,F,165.5,64.7,-1.5,30,D
50,F,163.4,63.2,24.2,31,C
32,M,172.4,72.3,14.6,61,A
54,M,167.1,61.1,-6.8,20,D
51,M,175,75.2,11,26,C
56,F,125,34.4,17,27,B
55,M,163.6,71.68,19,35,A
24,F,159.6,62.9,26.5,43,A
40,F,165.4,64.6,11,24,C
27,M,167,65.3,8.6,54,C
42,M,176,84.6,12.7,43,D
33,M,169.2,63.8,30,60,A
21,F,164.2,51.66,3.3,46,D
26,F,166.5,61.48,30.8,39,D
30,M,176.1,77.5,29,53,A
29,F,164.3,61.6,18.8,32,C
28,M,169.8,60.6,18.3,60,A
63,M,167.4,67.1,22.2,40,B
21,F,162.4,49.2,28,41,A
28,M,176.2,70.3,-10.6,41,D
47,M,168.1,76.8,18,46,A
64,M,164,71.2,13.2,32,A
61,M,166.4,66.1,6.5,25,C
25,F,161.3,46,21.8,35,B
60,M,168.3,66.2,22.6,37,B
23,F,166.2,52.6,21.6,39,B
22,M,180.3,73.6,-2,41,D
23,F,172.8,62.4,14.8,40,C
63,M,179.3,66.4,10,22,C
31,M,174.1,73.9,14.2,49,A
22,M,173.1,71,-6.4,30,D
35,M,178.3,78.3,5,38,C
37,F,154,51.8,19.8,53,C
51,M,162.6,66,-4,40,D
32,M,190.9,107.6,20.7,32,D
35,M,174.9,72.9,15,50,A
54,F,163.6,78.6,9.6,11,D
63,M,167.6,68.9,18.7,31,A
61,F,158,65.02,21.4,19,A
31,M,169.2,67,30.6,61,A
56,F,154,61.9,17.2,14,D
24,M,170.5,66.7,9.5,35,D
51,F,154.3,57.2,11.8,9,D
58,F,151,60,20,6,D
22,M,172,61.5,13.9,53,B
60,M,183.7,82.8,4.9,19,C
21,F,165.1,55,20.2,51,A
22,F,157.1,45.4,21.8,43,A
45,M,162.5,69.5,20.1,52,A
45,M,174.7,62.6,11.2,57,B
44,F,160.3,52.8,13.2,19,C
26,M,171.6,85.8,-3.9,46,D
36,M,178,77.52,17,62,A
59,M,157.1,60.3,16.5,36,B
26,F,159.7,53,17.3,33,B
48,M,174.2,84.6,3,26,D
36,M,173,83,13.7,62,B
21,F,155.2,43.1,24.4,33,B
28,M,175.3,69.44,15,50,B
27,M,175.4,64.3,14.9,71,A
21,M,168.3,60.5,18.7,62,D
64,M,167.8,74.4,7.5,27,D
25,M,170,82.8,5.4,35,D
40,M,183.2,94.4,8.4,30,D
51,M,181.2,85.2,-1,28,D
62,F,163.7,61.4,26.6,16,B
40,M,167,80.4,19.7,39,D
42,M,171.5,61.1,12.1,46,B
48,F,169.2,56.9,20,26,B
22,M,168.6,63.1,18.1,58,A
57,M,173.3,69.9,9.8,27,C
30,M,166,61.5,23.4,60,A
22,F,167.3,72.7,9.3,27,D
43,M,173.1,77.5,24,53,A
31,M,174,69.5,19.9,56,A
21,M,170,64.1,21.8,53,B
31,M,166,67.3,24.3,60,C
27,M,171,65.1,19.5,50,B
21,M,167.9,69.1,12,43,C
57,F,158.5,64.8,21,23,B
41,F,160.2,55.8,14.5,16,D
26,F,161.4,53.1,23.4,50,A
26,M,163,59.3,-4.4,45,D
33,M,172.5,70.9,10.1,49,B
